Statistical profiling result from /Users/colch/Downloads/temp/node-prof/jest/isolate-0x102802400-v8.log, (2056 ticks, 208 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1  100.0%        LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:196:44
      1  100.0%          LazyCompile: ~NativeModule.require internal/bootstrap/loaders.js:111:34
      1  100.0%            Script: ~<anonymous> internal/async_hooks.js:1:11
      1    3.6%    T v8::internal::Runtime_DeserializeLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~cacheResults /Users/colch/Downloads/temp/node_modules/jest-cli/build/test_sequencer.js:101:15
      1  100.0%        LazyCompile: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jest-cli/build/run_jest.js:146:43
      1  100.0%          LazyCompile: ~step /Users/colch/Downloads/temp/node_modules/jest-cli/build/run_jest.js:81:153
      1  100.0%            LazyCompile: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jest-cli/build/run_jest.js:81:351

     27    1.3%  T v8::ArrayBuffer::GetContents()
     27  100.0%    LazyCompile: *now perf_hooks.js:415:6
     27  100.0%      LazyCompile: *runCycles /Users/colch/Downloads/temp/compare.js:25:19
     27  100.0%        LazyCompile: ~Object.<anonymous>.module.exports /Users/colch/Downloads/temp/compare.js:51:18
     27  100.0%          LazyCompile: ~it /Users/colch/Downloads/temp/__tests__/compare.js:4:33
     27  100.0%            LazyCompile: ~asyncFn /Users/colch/Downloads/temp/node_modules/jest-jasmine2/build/jasmine_async.js:80:30

     25    1.2%  t _internal_catch_exception_raise_state_identity
     21   84.0%    LazyCompile: *now perf_hooks.js:415:6
     21  100.0%      LazyCompile: *runCycles /Users/colch/Downloads/temp/compare.js:25:19
     21  100.0%        LazyCompile: ~Object.<anonymous>.module.exports /Users/colch/Downloads/temp/compare.js:51:18
     21  100.0%          LazyCompile: ~it /Users/colch/Downloads/temp/__tests__/compare.js:4:33
     21  100.0%            LazyCompile: ~asyncFn /Users/colch/Downloads/temp/node_modules/jest-jasmine2/build/jasmine_async.js:80:30
      2    8.0%    T v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1   50.0%      LazyCompile: ~baseFindIndex /Users/colch/Downloads/temp/node_modules/lodash/_baseFindIndex.js:12:23
      1  100.0%        LazyCompile: ~findLastIndex /Users/colch/Downloads/temp/node_modules/lodash/findLastIndex.js:44:23
      1  100.0%          LazyCompile: ~<anonymous> /Users/colch/Downloads/temp/node_modules/lodash/_createFind.js:13:18
      1  100.0%            LazyCompile: ~_printNewline /Users/colch/Downloads/temp/node_modules/babel-generator/lib/printer.js:433:59
      1   50.0%      LazyCompile: ~baseClone /Users/colch/Downloads/temp/node_modules/lodash/_baseClone.js:89:19
      1  100.0%        LazyCompile: ~cloneDeepWith /Users/colch/Downloads/temp/node_modules/lodash/cloneDeepWith.js:35:23
      1  100.0%          LazyCompile: ~mergeOptions /Users/colch/Downloads/temp/node_modules/babel-core/lib/transformation/file/options/option-manager.js:190:63
      1  100.0%            LazyCompile: ~init /Users/colch/Downloads/temp/node_modules/babel-core/lib/transformation/file/options/option-manager.js:351:47
      2    8.0%    T v8::internal::Builtin_DateNow(int, v8::internal::Object**, v8::internal::Isolate*)
      1   50.0%      LazyCompile: ~testClockAccuracy /Users/colch/Downloads/temp/node_modules/w3c-hr-time/lib/clock-is-accurate.js:7:27
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/w3c-hr-time/lib/clock-is-accurate.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/w3c-hr-time/lib/performance.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/w3c-hr-time/index.js:1:11
      1   50.0%      LazyCompile: ~calculateClockOffset /Users/colch/Downloads/temp/node_modules/w3c-hr-time/lib/calculate-clock-offset.js:14:30
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/w3c-hr-time/lib/calculate-clock-offset.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/w3c-hr-time/lib/performance.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/w3c-hr-time/index.js:1:11

     23    1.1%  t node::fs::InternalModuleStat(v8::FunctionCallbackInfo<v8::Value> const&)
     23  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
      2    8.7%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/request-promise-core/lib/plumbing.js:1:11
      2  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/request-promise-core/configure/request2.js:1:11
      2  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/request-promise-native/lib/rp.js:1:11
      2  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/api.js:1:11
      2    8.7%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/micromatch/lib/utils.js:1:11
      2  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/micromatch/lib/expand.js:1:11
      2  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/micromatch/index.js:1:11
      2  100.0%            LazyCompile: ~_load_micromatch /Users/colch/Downloads/temp/node_modules/jest-cli/build/search_source.js:15:26
      2    8.7%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/nodes/Document-impl.js:1:11
      2  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/Document.js:1:11
      2  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/xmlhttprequest.js:1:11
      2  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/browser/Window.js:1:11
      1    4.3%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/request/request.js:1:11
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/request/index.js:1:11
      1  100.0%          LazyCompile: ~<anonymous> /Users/colch/Downloads/temp/node_modules/request-promise-native/lib/rp.js:7:55
      1  100.0%            LazyCompile: ~module.exports /Users/colch/Downloads/temp/node_modules/stealthy-require/lib/index.js:29:27
      1    4.3%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/parse5/lib/extensions/position_tracking/preprocessor_mixin.js:1:11
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/parse5/lib/extensions/location_info/tokenizer_mixin.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/parse5/lib/extensions/location_info/parser_mixin.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/parse5/lib/parser/index.js:1:11
      1    4.3%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/nodes/HTMLAndSVGElementShared-impl.js:1:11
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/nodes/HTMLElement-impl.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/HTMLElement.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/Document.js:1:11
      1    4.3%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/helpers/traversal.js:1:11
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/nodes/Document-impl.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/Document.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/xmlhttprequest.js:1:11
      1    4.3%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/helpers/document-base-url.js:1:11
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/utils.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/browser/Window.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/api.js:1:11
      1    4.3%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/MouseEvent.js:1:11
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/nodes/HTMLElement-impl.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/HTMLElement.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/Document.js:1:11
      1    4.3%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/HTMLElement.js:1:11
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/Document.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/xmlhttprequest.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/browser/Window.js:1:11
      1    4.3%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/events/ErrorEvent-impl.js:1:11
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/ErrorEvent.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/helpers/runtime-script-errors.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/events/EventTarget-impl.js:1:11
      1    4.3%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/api.js:1:11
      1  100.0%        LazyCompile: ~_load_jsdom /Users/colch/Downloads/temp/node_modules/jest-environment-jsdom/build/index.js:17:21
      1  100.0%          LazyCompile: ~JSDOMEnvironment /Users/colch/Downloads/temp/node_modules/jest-environment-jsdom/build/index.js:33:14
      1  100.0%            LazyCompile: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jest-runner/build/run_test.js:17:42
      1    4.3%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/diff/lib/index.js:1:11
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jest-diff/build/diff_strings.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jest-diff/build/index.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jest-snapshot/build/index.js:1:11
      1    4.3%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/cssom/lib/parse.js:1:11
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/cssom/lib/CSSStyleDeclaration.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/cssom/lib/index.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/cssstyle/lib/CSSStyleDeclaration.js:1:11
      1    4.3%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/asn1/lib/ber/index.js:1:11
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/asn1/lib/index.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/sshpk/lib/formats/pem.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/sshpk/lib/formats/auto.js:1:11
      1    4.3%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/ajv/lib/compile/_rules.js:1:11
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/ajv/lib/compile/rules.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/ajv/lib/ajv.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/har-validator/lib/promise.js:1:11
      1    4.3%      LazyCompile: ~_load_micromatch /Users/colch/Downloads/temp/node_modules/jest-cli/build/search_source.js:15:26
      1  100.0%        LazyCompile: ~globs.map.each /Users/colch/Downloads/temp/node_modules/jest-cli/build/search_source.js:53:30
      1  100.0%          LazyCompile: ~globsToMatcher /Users/colch/Downloads/temp/node_modules/jest-cli/build/search_source.js:48:24
      1  100.0%            LazyCompile: ~SearchSource /Users/colch/Downloads/temp/node_modules/jest-cli/build/search_source.js:74:14
      1    4.3%      LazyCompile: ~_load_jsdom /Users/colch/Downloads/temp/node_modules/jest-environment-jsdom/build/index.js:17:21
      1  100.0%        LazyCompile: ~JSDOMEnvironment /Users/colch/Downloads/temp/node_modules/jest-environment-jsdom/build/index.js:33:14
      1  100.0%          LazyCompile: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jest-runner/build/run_test.js:17:42
      1  100.0%            LazyCompile: ~step /Users/colch/Downloads/temp/node_modules/jest-runner/build/run_test.js:147:153
      1    4.3%      LazyCompile: ~_load_blacklist /Users/colch/Downloads/temp/node_modules/jest-haste-map/build/worker.js:80:25
      1  100.0%        LazyCompile: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jest-haste-map/build/worker.js:9:42
      1  100.0%          Builtin: GeneratorPrototypeNext
      1  100.0%            LazyCompile: ~step /Users/colch/Downloads/temp/node_modules/jest-haste-map/build/worker.js:100:153
      1    4.3%      LazyCompile: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jest-runner/build/run_test.js:17:42
      1  100.0%        LazyCompile: ~step /Users/colch/Downloads/temp/node_modules/jest-runner/build/run_test.js:147:153
      1  100.0%          LazyCompile: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jest-runner/build/run_test.js:147:120
      1  100.0%            LazyCompile: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jest-runner/build/run_test.js:147:50

     21    1.0%  t v8::internal::PropertyCallbackArguments::BasicCallNamedGetterCallback(void (*)(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Value> const&), v8::internal::Handle<v8::internal::Name>)
     21  100.0%    T v8::internal::Runtime_LoadPropertyWithInterceptor(int, v8::internal::Object**, v8::internal::Isolate*)
     21  100.0%      LazyCompile: *runCycles /Users/colch/Downloads/temp/compare.js:25:19
     21  100.0%        LazyCompile: ~Object.<anonymous>.module.exports /Users/colch/Downloads/temp/compare.js:51:18
     21  100.0%          LazyCompile: ~it /Users/colch/Downloads/temp/__tests__/compare.js:4:33
     21  100.0%            LazyCompile: ~asyncFn /Users/colch/Downloads/temp/node_modules/jest-jasmine2/build/jasmine_async.js:80:30

